Ticker,Date,Open,High,Low,Close
BUT1 Comdty,2010-05-31,,,,3577
BUT1 Comdty,2010-06-01,3750,3750,3750,3750
BUT1 Comdty,2010-06-02,,,,3625
BUT1 Comdty,2010-06-03,,,,3625
BUT1 Comdty,2010-06-04,,,,3725
BUT1 Comdty,2010-06-07,,,,3675
BUT1 Comdty,2010-06-08,,,,3675
BUT1 Comdty,2010-06-09,,,,3725
BUT1 Comdty,2010-06-10,3700,3700,3700,3700
BUT1 Comdty,2010-06-11,,,,3725
BUT1 Comdty,2010-06-14,,,,3750
BUT1 Comdty,2010-06-15,,,,3750
BUT1 Comdty,2010-06-16,,,,3770
BUT1 Comdty,2010-06-17,,,,3775
BUT1 Comdty,2010-06-18,,,,3775
BUT1 Comdty,2010-06-21,,,,3785
BUT1 Comdty,2010-06-22,,,,3825
BUT1 Comdty,2010-06-23,,,,3775
BUT1 Comdty,2010-06-24,,,,3725
BUT1 Comdty,2010-06-25,,,,3750
BUT1 Comdty,2010-06-28,,,,3700
BUT1 Comdty,2010-06-29,3650,3650,3650,3650
BUT1 Comdty,2010-06-30,,,,3640
BUT1 Comdty,2010-07-01,,,,3650
BUT1 Comdty,2010-07-02,,,,3660
BUT1 Comdty,2010-07-05,,,,3635
BUT1 Comdty,2010-07-06,,,,3650
BUT1 Comdty,2010-07-07,,,,3650
BUT1 Comdty,2010-07-08,,,,3650
BUT1 Comdty,2010-07-09,,,,3655
BUT1 Comdty,2010-07-12,,,,3645
BUT1 Comdty,2010-07-13,,,,3645
BUT1 Comdty,2010-07-14,,,,3665
BUT1 Comdty,2010-07-15,,,,3675
BUT1 Comdty,2010-07-16,,,,3665
BUT1 Comdty,2010-07-19,,,,3655
BUT1 Comdty,2010-07-20,,,,3675
BUT1 Comdty,2010-07-21,,,,3705
BUT1 Comdty,2010-07-22,,,,3705
BUT1 Comdty,2010-07-23,,,,3715
BUT1 Comdty,2010-07-26,,,,3715
BUT1 Comdty,2010-07-27,,,,3715
BUT1 Comdty,2010-07-28,,,,3625
BUT1 Comdty,2010-07-29,,,,3600
BUT1 Comdty,2010-07-30,,,,3575
BUT1 Comdty,2010-08-02,,,,3575
BUT1 Comdty,2010-08-03,,,,3575
BUT1 Comdty,2010-08-04,,,,3575
BUT1 Comdty,2010-08-05,,,,3575
BUT1 Comdty,2010-08-06,,,,3575
BUT1 Comdty,2010-08-09,,,,3575
BUT1 Comdty,2010-08-10,,,,3575
BUT1 Comdty,2010-08-11,,,,3550
BUT1 Comdty,2010-08-12,,,,3550
BUT1 Comdty,2010-08-13,,,,3550
BUT1 Comdty,2010-08-16,,,,3600
BUT1 Comdty,2010-08-17,,,,3600
BUT1 Comdty,2010-08-18,,,,3550
BUT1 Comdty,2010-08-19,,,,3550
BUT1 Comdty,2010-08-20,,,,3550
BUT1 Comdty,2010-08-23,,,,3575
BUT1 Comdty,2010-08-24,,,,3575
BUT1 Comdty,2010-08-25,,,,3575
BUT1 Comdty,2010-08-26,,,,3575
BUT1 Comdty,2010-08-27,,,,3575
BUT1 Comdty,2010-08-30,,,,3625
BUT1 Comdty,2010-08-31,,,,3625
BUT1 Comdty,2010-09-01,,,,3625
BUT1 Comdty,2010-09-02,3700,3700,3700,3700
BUT1 Comdty,2010-09-03,,,,3700
BUT1 Comdty,2010-09-06,,,,3775
BUT1 Comdty,2010-09-07,,,,3775
BUT1 Comdty,2010-09-08,,,,3775
BUT1 Comdty,2010-09-09,,,,3775
BUT1 Comdty,2010-09-10,,,,3775
BUT1 Comdty,2010-09-13,,,,3775
BUT1 Comdty,2010-09-14,,,,3763
BUT1 Comdty,2010-09-15,,,,3763
BUT1 Comdty,2010-09-16,,,,3750
BUT1 Comdty,2010-09-17,,,,3750
BUT1 Comdty,2010-09-20,,,,3750
BUT1 Comdty,2010-09-21,,,,3713
BUT1 Comdty,2010-09-22,,,,3713
BUT1 Comdty,2010-09-23,,,,3713
BUT1 Comdty,2010-09-24,,,,3713
BUT1 Comdty,2010-09-27,,,,3713
BUT1 Comdty,2010-09-28,,,,3713
BUT1 Comdty,2010-09-29,,,,3713
BUT1 Comdty,2010-09-30,,,,3713
BUT1 Comdty,2010-10-01,,,,3713
BUT1 Comdty,2010-10-04,,,,3713
BUT1 Comdty,2010-10-05,,,,3713
BUT1 Comdty,2010-10-06,,,,3725
BUT1 Comdty,2010-10-07,,,,3700
BUT1 Comdty,2010-10-08,,,,3713
BUT1 Comdty,2010-10-11,,,,3700
BUT1 Comdty,2010-10-12,,,,3700
BUT1 Comdty,2010-10-13,,,,3700
BUT1 Comdty,2010-10-14,,,,3700
BUT1 Comdty,2010-10-15,,,,3700
BUT1 Comdty,2010-10-18,,,,3713
BUT1 Comdty,2010-10-19,,,,3713
BUT1 Comdty,2010-10-20,,,,3713
BUT1 Comdty,2010-10-21,,,,3713
BUT1 Comdty,2010-10-22,,,,3700
BUT1 Comdty,2010-10-25,,,,3700
BUT1 Comdty,2010-10-26,,,,3700
BUT1 Comdty,2010-10-27,,,,3702
BUT1 Comdty,2010-10-28,,,,3400
BUT1 Comdty,2010-10-29,,,,3400
BUT1 Comdty,2010-11-01,,,,3400
BUT1 Comdty,2010-11-02,,,,3375
BUT1 Comdty,2010-11-03,,,,3400
BUT1 Comdty,2010-11-04,,,,3400
BUT1 Comdty,2010-11-05,,,,3400
BUT1 Comdty,2010-11-08,,,,3400
BUT1 Comdty,2010-11-09,,,,3400
BUT1 Comdty,2010-11-10,,,,3400
BUT1 Comdty,2010-11-11,,,,3400
BUT1 Comdty,2010-11-12,,,,3375
BUT1 Comdty,2010-11-15,,,,3375
BUT1 Comdty,2010-11-16,,,,3375
BUT1 Comdty,2010-11-17,,,,3375
BUT1 Comdty,2010-11-18,,,,3375
BUT1 Comdty,2010-11-19,,,,3375
BUT1 Comdty,2010-11-22,,,,3375
BUT1 Comdty,2010-11-23,,,,3375
BUT1 Comdty,2010-11-24,,,,3450
BUT1 Comdty,2010-11-25,,,,3450
BUT1 Comdty,2010-11-26,,,,3450
BUT1 Comdty,2010-11-29,,,,3450
BUT1 Comdty,2010-11-30,,,,3450
BUT1 Comdty,2010-12-01,,,,3450
BUT1 Comdty,2010-12-02,,,,3500
BUT1 Comdty,2010-12-03,,,,3450
BUT1 Comdty,2010-12-06,,,,3450
BUT1 Comdty,2010-12-07,,,,3450
BUT1 Comdty,2010-12-08,,,,3450
BUT1 Comdty,2010-12-09,,,,3450
BUT1 Comdty,2010-12-10,,,,3450
BUT1 Comdty,2010-12-13,,,,3450
BUT1 Comdty,2010-12-14,,,,3575
BUT1 Comdty,2010-12-15,,,,3625
BUT1 Comdty,2010-12-16,,,,3625
BUT1 Comdty,2010-12-17,,,,3625
BUT1 Comdty,2010-12-20,,,,3625
BUT1 Comdty,2010-12-21,,,,3625
BUT1 Comdty,2010-12-22,,,,3625
BUT1 Comdty,2010-12-23,,,,3625
BUT1 Comdty,2010-12-27,,,,3675
BUT1 Comdty,2010-12-28,,,,3650
BUT1 Comdty,2010-12-29,,,,3650
BUT1 Comdty,2010-12-30,,,,3700
BUT1 Comdty,2011-01-03,,,,3675
BUT1 Comdty,2011-01-04,,,,3675
BUT1 Comdty,2011-01-05,,,,3700
BUT1 Comdty,2011-01-06,,,,3700
BUT1 Comdty,2011-01-07,,,,3700
