time,data
3039,48.67
3040,48.618
3043,48.305
3044,47.71
3045,46.925
3046,46.485
3047,47.65
3050,47.46
3051,47.1
3052,47.908
3053,48.376
3054,48.583
3057,47.995
3058,47.57
3059,47.485
3060,47.35
3061,47.1
3065,46.71
3066,47.215
3067,47.475
3068,47.145
3071,47.145
3072,46.925
3073,47.11
3074,46.575
3075,46.225
3078,46.015
3079,45.705
3080,46.2
3081,46.55
3082,46.095
3085,45.463
3086,45.59
3087,45.85
3088,46.47
3089,46.445
3092,46.28
3093,46.02
3094,45.653
3095,45.84
3096,45.455
3099,44.705
3100,44.43
3101,44.453
3102,44.44
3106,44.175
3107,44.32
3108,44.34
3109,44.636
3110,44.81
3113,45.258
3114,45.535
3115,45.72
3116,46.335
3117,46.585
3120,46.785
3121,47.03
3122,45.49
3123,45.69
3124,45.925
3127,45.645
3128,45.46
3129,45.845
3130,46.57
3131,46.996
3134,46.895
3135,47.145
3136,47.78
3137,47.165
3138,46.565
3141,47.14
3142,46.615
3143,46.465
3144,46.895
3145,46.765
3148,47.065
3149,47.056
3150,46.695
3151,45.865
3152,44.185
3155,41.065
3156,41.518
3157,42.36
3158,43.565
3159,43.665
3162,43.541
3163,41.996
3164,42.86
3165,43.455
3166,42.71
3170,43.595
3171,43.64
3172,43.205
3173,43.31
3176,43.235
3177,43.585
3178,44.135
3179,44.27
3180,43.49
3183,43.865
3184,43.64
3185,43.9
3186,43.68
3187,44.21
3190,43.56
3191,43.405
3192,44.07
3193,44.68
3194,44.92
3197,46.188
3198,46.54
3199,46.95
3200,47.005
3201,47.28
3204,46.99
3205,46.725
3206,46.665
3207,47.01
3208,47.265
3211,47.52
3212,47.606
3213,47.56
3214,47.78
3215,52.585
3218,53.39
3219,53.84
3220,53.76
3221,53.45
3222,52.981
3225,53.045
3226,53.54
3227,54.29
3228,54.435
3229,54.503
3232,54.355
3233,53.79
3234,53.675
3235,53.4
3236,52.955
3239,53.423
3240,53.07
3241,53.425
3242,53.965
3243,54.22
3246,54.22
3247,54.085
3248,53.89
3250,53.865
3253,54.445
3254,54.815
3255,55.265
3256,54.845
3257,55.015
3260,55.8
3261,55.63
3262,55.175
3263,55.33
3264,54.386
3267,54.735
3268,55.43
3269,55.835
3270,56.03
3271,54.95
3274,54.856
3275,55.17
3276,55.761
3277,55.765
3281,55.651
3282,56.42
3283,56.39
3284,55.76
3288,54.56
3289,54.99
3290,54.185
3291,52.435
3292,52.35
3295,52.405
3296,52.77
3297,52.72
3298,52.555
3299,51.151
3303,51.02
3304,50.385
3305,50.74
3306,51.85
3309,51.865
3310,51.981
3311,51.615
3312,51.958
3313,54.91
3316,54.795
3317,53.585
3318,52.705
3319,52.05
3320,51.05
3323,49.48
3324,49.151
3325,49.8
3326,49.185
3327,50.375
3331,50.996
3332,51.955
3333,52.26
3334,51.895
3337,52.465
3338,51.761
3339,51.025
3340,51.915
3341,51.95
3344,51.115
3345,51.775
3346,52.68
3347,52.66
3348,52.215
3351,51.295
3352,51.225
3353,52.365
3354,52.49
3355,53.035
3358,52.94
3359,53.17
3360,53.901
3361,54.435
3362,54.205
3365,53.555
3366,53.84
3367,54.04
3368,54.026
3372,53.875
3373,54.185
3374,54.99
3375,55.09
3376,55.31
3379,55.43
3380,54.875
3381,54.74
3382,54.665
3383,54.545
3386,54.401
3387,54.51
3388,55.235
3389,55.29
3390,55.475
3393,55.975
3394,56.511
3395,55.94
3396,55.79
3397,51.845
3400,51.945
3401,51.85
3402,51.21
3403,50.26
3404,49.61
3407,50.305
3408,50.06
3409,49.856
3410,49.905
3411,50.155
3414,50.28
3415,50.675
3416,51.09
3417,51.356
3418,51.26
3421,51.315
3422,51.115
3423,50.645
3424,50.395
3425,50.55
3428,50.315
3429,51.145
3430,52.02
3431,51.91
3432,52.121
3436,52.63
3437,52.645
3438,52.56
3439,52.085
3442,52.06
3443,52.17
3444,52.03
3445,51.81
3446,51.265
3449,49.86
3450,49.865
3451,49.735
3452,49.955
3453,50.27
3456,50.356
3457,50.695
3458,51.035
3459,51.595
3460,49.82
3463,48.765
3464,49.18
3465,50.225
3466,50.945
3467,51.145
3471,51.0
3472,51.08
3473,51.401
3474,52.015
3477,52.545
3478,53.075
3479,53.535
3480,53.791
3481,53.825
3484,53.83
3485,53.401
3486,56.03
3487,55.89
3488,56.325
3491,56.6
3492,56.64
3493,56.4
3494,56.106
3495,56.47
3498,56.59
3499,56.715
3500,56.825
3501,57.095
3502,57.805
3505,58.058
3506,58.185
3507,58.09
3508,58.165
3509,57.985
3512,58.065
3513,57.525
3514,57.55
3515,57.511
3516,57.525
3519,57.636
3520,57.895
3521,57.875
3522,58.026
3523,58.155
3526,58.14
3527,57.935
3528,57.555
3529,57.3
3530,57.67
3534,57.695
3535,57.565
3536,57.53
3537,56.5
3540,56.525
3541,56.515
3542,56.325
3543,56.67
3544,57.44
3547,57.1
3548,57.08
3549,57.635
3550,57.871
3551,57.65
3554,56.99
3555,57.44
3556,57.955
3557,57.606
3558,57.585
3561,57.413
3562,57.255
3563,57.465
3564,57.74
3565,57.825
3568,57.975
3569,57.54
3570,57.11
3571,56.81
3572,57.27
3575,57.29
3576,57.595
3577,57.5
3578,57.375
3579,59.97
3582,60.47
3583,60.92
3584,60.72
3585,60.356
3586,59.94
3589,60.04
3590,59.885
3591,59.625
3592,59.371
3593,58.68
3596,60.1
3597,60.51
3598,60.085
3599,59.59
3600,58.625
3603,58.57
3604,58.6
3605,59.295
3606,60.525
3607,60.565
3610,60.68
3611,61.05
3612,60.705
3614,60.415
3617,60.475
3618,60.871
3619,60.56
3620,59.655
3621,59.165
3624,59.96
3625,60.19
3626,60.69
3627,61.155
3628,61.575
3631,61.996
3632,62.74
3633,62.84
3634,62.64
3635,62.625
3638,63.09
3639,63.615
3640,63.485
3641,63.695
3642,63.345
3646,63.246
3647,63.195
3648,62.88
3649,62.55
3653,62.685
3654,62.39
3655,62.245
3656,62.57
3659,62.7
3660,62.675
3661,62.9
3662,62.835
3663,62.66
3667,62.606
3668,62.585
3669,62.27
3670,62.705
3673,62.83
3674,63.36
3675,63.815
3676,64.195
3677,65.586
3680,65.41
3681,64.755
3682,63.968
3683,63.21
3684,63.59
3687,63.57
3688,63.585
3689,63.455
3690,63.791
3691,64.125
3694,64.48
3695,64.49
3696,64.515
3697,64.63
3698,64.545
3702,64.55
3703,64.345
3704,64.521
3705,64.575
3708,64.386
3709,64.03
3710,64.535
3711,64.35
3712,64.121
3715,64.121
3716,64.295
3717,64.493
